04/14/21,1984658,,,,
04/13/21,1681192,,,,
04/12/21,1879885,,,,
04/11/21,1815931,,,,
04/10/21,1587910,,,,
04/09/21,1682752,,,,
04/08/21,1900170,,,,
04/07/21,1650454,,,,
04/06/21,1605810,,,,
04/05/21,1959593,,,,
04/04/21,1854534,,,,
04/03/21,1618169,,,,
04/02/21,1470840,,,,
04/01/21,1747353,,,,
03/31/21,1863697,,,,
03/30/21,1550044,,,,
03/29/21,1820433,,,,
03/28/21,1728496,,,,
03/27/21,1496089,,,,
03/26/21,1408017,,,,
03/25/21,1734541,,,,
03/24/21,1850531,,,,
03/23/21,1453267,,,,
03/22/21,1716561,,,,
03/21/21,1743515,,,,
03/20/21,1424664,,,,
03/19/21,1315493,,,,
03/18/21,1657722,,,,
03/17/21,1707805,,,,
03/16/21,1429657,,,,
03/15/21,1703267,,,,
03/14/21,1644050,,,,
03/13/21,1268938,,,,
03/12/21,1134103,,,,
03/11/21,1463672,,,,
03/10/21,1626962,,,,
03/09/21,1335535,,,,
03/08/21,1558553,,,,
03/07/21,1526681,,,,
03/06/21,1184326,,,,
03/05/21,1077199,,,,
03/04/21,1369410,,,,
03/03/21,1571220,,,,
03/02/21,1259724,,,,
03/01/21,1521393,,,,
02/28/21,1509649,,,,
02/27/21,1164099,,,,
02/26/21,1082443,,,,
02/25/21,1412500,,,,
02/24/21,1572383,,,,
02/23/21,1277815,,,,
02/22/21,1468218,,,,
02/21/21,1491435,,,,
02/20/21,1152703,,,,
02/19/21,1085034,,,,
02/18/21,1468972,,,,
02/17/21,1561495,,,,
02/16/21,1378237,,,,
02/15/21,1549181,,,,
02/14/21,1510829,,,,
02/13/21,1230939,,,,
02/12/21,1195306,,,,
02/11/21,1561959,,,,
02/10/21,1543474,,,,
02/09/21,1397958,,,,
02/08/21,1580785,,,,
02/07/21,1562239,,,,
02/06/21,1278113,,,,
02/05/21,1130520,,,,
02/04/21,1406234,,,,
02/03/21,1574228,,,,
02/02/21,1408198,,,,
02/01/21,1535156,,,,
01/31/21,1444744,,,,
01/30/21,1164954,,,,
01/29/21,1076453,,,,
01/28/21,1360290,,,,
01/27/21,1543136,,,,
01/26/21,1373259,,,,
01/25/21,1477841,,,,
01/24/21,1413141,,,,
01/23/21,1146539,,,,
01/22/21,1092548,,,,
01/21/21,1267345,,,,
01/20/21,1345284,,,,
01/19/21,1227484,,,,
01/18/21,1409771,,,,
01/17/21,1286894,,,,
01/16/21,974221,,,,
01/15/21,825745,,,,
01/14/21,1119303,,,,
01/13/21,1278557,,,,
01/12/21,992406,,,,
01/11/21,1168734,,,,
01/10/21,1107534,,,,
01/09/21,826924,,,,
01/08/21,744812,,,,
01/07/21,1049692,,,,
01/06/21,1190682,,,,
01/05/21,917282,,,,
01/04/21,1096348,,,,
01/03/21,1051149,,,,
01/02/21,802230,,,,
01/01/21,1919803,,,,
12/31/20,2267382,,,,
12/30/20,2380359,,,,
12/29/20,1951535,,,,
12/28/20,2429489,,,,
12/27/20,2358511,,,,
12/26/20,2129862,,,,
12/25/20,2190300,,,,
12/24/20,2494922,,,,
12/23/20,2198657,,,,
12/22/20,1972248,,,,
12/21/20,2507588,,,,
12/20/20,2415185,,,,
12/19/20,2038375,,,,
12/18/20,1814047,,,,
12/17/20,2164951,,,,
12/16/20,2224826,,,,
12/15/20,1770241,,,,
12/14/20,2271551,,,,
12/13/20,2167857,,,,
12/12/20,1843877,,,,
12/11/20,1677798,,,,
12/10/20,2054725,,,,
12/09/20,1948138,,,,
12/08/20,1658886,,,,
12/07/20,2159047,,,,
12/06/20,2085468,,,,
12/05/20,1777171,,,,
12/04/20,1643435,,,,
12/03/20,2004609,,,,
12/02/20,2136584,,,,
12/01/20,1645196,,,,
11/30/20,2145063,,,,
11/29/20,2100401,,,,
11/28/20,1801444,,,,
11/27/20,1870459,,,,
11/26/20,2298616,,,,
11/25/20,2000260,,,,
11/24/20,1781893,,,,
11/23/20,2347075,,,,
11/22/20,2242656,,,,
11/21/20,1876782,,,,
11/20/20,1691205,,,,
11/19/20,1992453,,,,
11/18/20,2183734,,,,
11/17/20,1687974,,,,
11/16/20,2072543,,,,
11/15/20,2034472,,,,
11/14/20,1815040,,,,
11/13/20,1806480,,,,
11/12/20,2210542,,,,
11/11/20,2422272,,,,
11/10/20,2178656,,,,
11/09/20,805990,,,,
11/08/20,874406,,,,
11/07/20,1163696,,,,
11/06/20,1019347,,,,
11/05/20,1111751,,,,
11/04/20,1284599,,,,
11/03/20,1128773,,,,
11/02/20,616469,,,,
11/01/20,846520,,,,
10/31/20,1191123,,,,
10/30/20,992167,,,,
10/29/20,954782,,,,
10/28/20,1064619,,,,
10/27/20,1073563,,,,
10/26/20,1066747,,,,
10/25/20,846934,,,,
10/24/20,641966,,,,
10/23/20,552024,,,,
10/22/20,752451,,,,
10/21/20,865014,,,,
10/20/20,662380,,,,
10/19/20,787489,,,,
10/18/20,754307,,,,
10/17/20,564372,,,,
10/16/20,501513,,,,
10/15/20,703546,,,,
10/14/20,837137,,,,
10/13/20,629430,,,,
10/12/20,753951,,,,
10/11/20,738050,,,,
10/10/20,632356,,,,
10/09/20,780283,,,,
10/08/20,981912,,,,
10/07/20,1176091,,,,
10/06/20,964630,,,,
10/05/20,820399,,,,
10/04/20,560902,,,,
10/03/20,1070967,,,,
10/02/20,912090,,,,
10/01/20,917354,,,,
09/30/20,1047934,,,,
09/29/20,984369,,,,
09/28/20,1019836,,,,
09/27/20,907332,,,,
09/26/20,703135,,,,
09/25/20,611497,,,,
09/24/20,883157,,,,
09/23/20,978297,,,,
09/22/20,697360,,,,
09/21/20,881579,,,,
09/20/20,866679,,,,
09/19/20,674633,,,,
09/18/20,596475,,,,
09/17/20,836600,,,,
09/16/20,973020,,,,
09/15/20,689951,,,,
09/14/20,895091,,,,
09/13/20,867105,,,,
09/12/20,636533,,,,
09/11/20,575829,,,,
09/10/20,846138,,,,
09/09/20,936092,,,,
09/08/20,618476,,,,
09/07/20,892712,,,,
09/06/20,873636,,,,
09/05/20,666957,,,,
09/04/20,648517,,,,
09/03/20,898735,,,,
09/02/20,983745,,,,
09/01/20,755287,,,,
08/31/20,958437,,,,
08/30/20,934386,,,,
08/29/20,694150,,,,
08/28/20,662484,,,,
08/27/20,921031,,,,
08/26/20,1031505,,,,
08/25/20,788743,,,,
08/24/20,973046,,,,
08/23/20,950024,,,,
08/22/20,717940,,,,
08/21/20,680894,,,,
08/20/20,958440,,,,
08/19/20,984234,,,,
08/18/20,769868,,,,
08/17/20,968545,,,,
08/16/20,936915,,,,
08/15/20,668519,,,,
08/14/20,590766,,,,
08/13/20,816838,,,,
08/12/20,900911,,,,
08/11/20,677661,,,,
08/10/20,857186,,,,
08/09/20,855908,,,,
08/08/20,634046,,,,
08/07/20,568688,,,,
08/06/20,797699,,,,
08/05/20,873038,,,,
08/04/20,659350,,,,
08/03/20,826329,,,,
08/02/20,826316,,,,
08/01/20,608726,,,,
07/31/20,549741,,,,
07/30/20,769936,,,,
07/29/20,847968,,,,
07/28/20,638575,,,,
07/27/20,812214,,,,
07/26/20,784746,,,,
07/25/20,577847,,,,
07/24/20,522383,,,,
07/23/20,729558,,,,
07/22/20,809850,,,,
07/21/20,613703,,,,
07/20/20,731353,,,,
07/19/20,755051,,,,
07/18/20,616923,,,,
07/17/20,704075,,,,
07/16/20,935308,,,,
07/15/20,689630,,,,
07/14/20,664640,,,,
07/13/20,968673,,,,
07/12/20,877698,,,,
07/11/20,578131,,,,
07/10/20,516068,,,,
07/09/20,711178,,,,
07/08/20,807695,,,,
07/07/20,591734,,,,
07/06/20,738873,,,,
07/05/20,721060,,,,
07/04/20,540043,,,,
07/03/20,523186,,,,
07/02/20,726788,,,,
07/01/20,841806,,,,
06/30/20,625822,,,,
06/29/20,764468,,,,
06/28/20,772380,,,,
06/27/20,586718,,,,
06/26/20,565946,,,,
06/25/20,773319,,,,
06/24/20,862949,,,,
06/23/20,689895,,,,
06/22/20,783744,,,,
06/21/20,761821,,,,
06/20/20,590749,,,,
06/19/20,559420,,,,
06/18/20,761861,,,,
06/17/20,831789,,,,
06/16/20,683212,,,,
06/15/20,762547,,,,
06/14/20,743599,,,,
06/13/20,595739,,,,
06/12/20,543601,,,,
06/11/20,737235,,,,
06/10/20,799861,,,,
06/09/20,709033,,,,
06/08/20,767320,,,,
06/07/20,718310,,,,
06/06/20,573200,,,,
06/05/20,536756,,,,
06/04/20,700043,,,,
06/03/20,751205,,,,
06/02/20,649027,,,,
06/01/20,724770,,,,
05/31/20,704815,,,,
05/30/20,570951,,,,
05/29/20,530421,,,,
05/28/20,695330,,,,
05/27/20,747422,,,,
05/26/20,646654,,,,
05/25/20,720378,,,,
05/24/20,706164,,,,
05/23/20,589285,,,,
05/22/20,540268,,,,
05/21/20,697985,,,,
05/20/20,754545,,,,
05/19/20,656284,,,,
05/18/20,711124,,,,
05/17/20,709653,,,,
05/16/20,632498,,,,
05/15/20,641761,,,,
05/14/20,755555,,,,
05/13/20,732123,,,,
05/12/20,466669,,,,
05/11/20,718988,,,,
05/10/20,764761,,,,
05/09/20,626516,,,,
05/08/20,500054,,,,
05/07/20,625235,,,,
05/06/20,633810,,,,
05/05/20,546310,,,,
05/04/20,632984,,,,
05/03/20,623624,,,,
05/02/20,494826,,,,
05/01/20,471421,,,,
04/30/20,607540,,,,
04/29/20,590456,,,,
04/28/20,507129,,,,
04/27/20,587908,,,,
04/26/20,576514,,,,
04/25/20,441829,,,,
04/24/20,417924,,,,
04/23/20,534528,,,,
04/22/20,544046,,,,
04/21/20,437119,,,,
04/20/20,519304,,,,
04/19/20,502209,,,,
04/18/20,386969,,,,
04/17/20,338382,,,,
04/16/20,430414,,,,
04/15/20,441255,,,,
04/14/20,353016,,,,
04/13/20,419675,,,,
04/12/20,391882,,,,
04/11/20,304436,,,,
04/10/20,267742,,,,
04/09/20,353261,,,,
04/08/20,352947,,,,
04/07/20,268867,,,,
04/06/20,327133,,,,
04/05/20,321776,,,,
04/04/20,261170,,,,
04/03/20,264843,,,,
04/02/20,340769,,,,
04/01/20,267451,,,,
03/31/20,253190,,,,
03/30/20,348673,,,,
03/29/20,318449,,,,
03/28/20,230367,,,,
03/27/20,190477,,,,
03/26/20,244176,,,,
03/25/20,253807,,,,
03/24/20,193340,,,,
03/23/20,250467,,,,
03/22/20,234928,,,,
03/21/20,176667,,,,
03/20/20,163205,,,,
03/19/20,215645,,,,
03/18/20,200815,,,,
03/17/20,169580,,,,
03/16/20,215444,,,,
03/15/20,190863,,,,
03/14/20,140409,,,,
03/13/20,130601,,,,
03/12/20,163692,,,,
03/11/20,170254,,,,
03/10/20,134261,,,,
03/09/20,171563,,,,
03/08/20,154695,,,,
03/07/20,119629,,,,
03/06/20,110913,,,,
03/05/20,119854,,,,
03/04/20,128875,,,,
03/03/20,114459,,,,
03/02/20,123464,,,,
03/01/20,111627,,,,
02/29/20,98968,,,,
02/28/20,92859,,,,
02/27/20,99344,,,,
02/26/20,105382,,,,
02/25/20,97236,,,,
02/24/20,106385,,,,
02/23/20,95085,,,,
02/22/20,90784,,,,
02/21/20,87534,,,,
02/20/20,102184,,,,
02/19/20,90510,,,,
02/18/20,93645,,,,
02/17/20,108977,,,,
02/16/20,104090,,,,
02/15/20,94931,,,,
02/14/20,97130,,,,
02/13/20,108310,,,,
02/12/20,122029,,,,
02/11/20,118302,,,,
02/10/20,129763,,,,
02/09/20,124021,,,,
02/08/20,136023,,,,
02/07/20,146348,,,,
02/06/20,154080,,,,
02/05/20,180002,,,,
02/04/20,184027,,,,
02/03/20,199644,,,,
02/02/20,203858,,,,
02/01/20,239234,,,,
01/31/20,279018,,,,
01/30/20,331431,,,,
01/29/20,454516,,,,
01/28/20,548132,,,,
01/27/20,593167,,,,
01/26/20,620883,,,,
01/25/20,779631,,,,
01/24/20,953699,,,,
01/23/20,1257823,,,,
01/22/20,1519192,,,,
01/21/20,1485553,,,,
01/20/20,1714372,,,,
01/19/20,1788456,,,,
01/18/20,1702686,,,,
01/17/20,1617220,,,,
01/16/20,1909363,,,,
01/15/20,2119867,,,,
01/14/20,1844811,,,,
01/13/20,2198517,,,,
01/12/20,2130015,,,,
01/11/20,1877401,,,,
01/10/20,1736393,,,,
01/09/20,2089641,,,,
01/08/20,2353150,,,,
01/07/20,1949696,,,,
01/06/20,2441643,,,,
01/05/20,2364727,,,,
01/04/20,2075554,,,,
01/03/20,2274217,,,,
01/02/20,2331841,,,,
01/01/20,2415570,,,,
12/31/19,2351856,,,,
12/30/19,2022861,,,,
12/29/19,2177690,,,,
12/28/19,2476445,,,,
12/27/19,2147045,,,,
12/26/19,1922613,,,,
12/25/19,2227730,,,,
12/24/19,1950385,,,,
12/23/19,1620239,,,,
12/22/19,2055827,,,,
12/21/19,2105696,,,,
12/20/19,1648328,,,,
12/19/19,2134744,,,,
12/18/19,2064640,,,,
12/17/19,1756152,,,,
12/16/19,1655868,,,,
12/15/19,2001482,,,,
12/14/19,1792677,,,,
12/13/19,1591591,,,,
12/12/19,2078169,,,,
12/11/19,1938817,,,,
12/10/19,1593697,,,,
12/09/19,1534386,,,,
12/08/19,1862420,,,,
12/07/19,2010374,,,,
12/06/19,1571077,,,,
12/05/19,2052814,,,,
12/04/19,1991328,,,,
12/03/19,1763884,,,,
12/02/19,1804629,,,,
12/01/19,2179066,,,,
11/30/19,1776235,,,,
11/29/19,1600698,,,,
11/28/19,2271398,,,,
11/27/19,2139242,,,,
11/26/19,1786012,,,,
11/25/19,1605758,,,,
11/24/19,1886642,,,,
11/23/19,1970450,,,,
11/22/19,1604862,,,,
11/21/19,1959788,,,,
11/20/19,1955200,,,,
11/19/19,1739642,,,,
11/18/19,1733739,,,,
11/17/19,2044043,,,,
11/16/19,2229391,,,,
11/15/19,1975947,,,,
11/14/19,2150571,,,,
11/13/19,2202111,,,,
11/12/19,2345103,,,,
11/11/19,2311732,,,,
11/10/19,2392331,,,,
11/09/19,2133253,,,,
11/08/19,2009880,,,,
11/07/19,2500396,,,,
11/06/19,2575985,,,,
11/05/19,2470786,,,,
11/04/19,2582580,,,,
11/03/19,2552194,,,,
11/02/19,1937235,,,,
11/01/19,1981433,,,,
10/31/19,2490503,,,,
10/30/19,2519399,,,,
10/29/19,2487987,,,,
10/28/19,2608088,,,,
10/27/19,2471408,,,,
10/26/19,2234374,,,,
10/25/19,2009112,,,,
10/24/19,2250386,,,,
10/23/19,2300248,,,,
10/22/19,1893871,,,,
10/21/19,2388029,,,,
10/20/19,2362310,,,,
10/19/19,2020488,,,,
10/18/19,1897051,,,,
10/17/19,2226290,,,,
10/16/19,2292079,,,,
10/15/19,1755801,,,,
10/14/19,2278205,,,,
10/13/19,2262878,,,,
10/12/19,2054380,,,,
10/11/19,2280403,,,,
10/10/19,2591470,,,,
10/09/19,2882915,,,,
10/08/19,2648268,,,,
10/07/19,1968137,,,,
10/06/19,1591158,,,,
10/05/19,2624250,,,,
10/04/19,2435170,,,,
10/03/19,2254188,,,,
10/02/19,2321546,,,,
10/01/19,2194291,,,,
09/30/19,2550459,,,,
09/29/19,2428095,,,,
09/28/19,2071631,,,,
09/27/19,1900895,,,,
09/26/19,2298856,,,,
09/25/19,2396681,,,,
09/24/19,1807230,,,,
09/23/19,2437211,,,,
09/22/19,2364920,,,,
09/21/19,2072207,,,,
09/20/19,2150003,,,,
09/19/19,2465392,,,,
09/18/19,2356349,,,,
09/17/19,1908805,,,,
09/16/19,2544350,,,,
09/15/19,2507365,,,,
09/14/19,2147882,,,,
09/13/19,2005101,,,,
09/12/19,2403304,,,,
09/11/19,2459525,,,,
09/10/19,1836781,,,,
09/09/19,2319906,,,,
09/08/19,2047910,,,,
09/07/19,2066516,,,,
09/06/19,1910506,,,,
09/05/19,2347017,,,,
09/04/19,2478287,,,,
09/03/19,1931971,,,,
09/02/19,2594337,,,,
09/01/19,2541581,,,,
08/31/19,2245199,,,,
08/30/19,2126637,,,,
08/29/19,2514673,,,,
08/28/19,2606266,,,,
08/27/19,2049855,,,,
08/26/19,2637667,,,,
08/25/19,2581007,,,,
08/24/19,2317763,,,,
08/23/19,2313632,,,,
08/22/19,2616771,,,,
08/21/19,2555333,,,,
08/20/19,2074718,,,,
08/19/19,2688032,,,,
08/18/19,2605291,,,,
08/17/19,2215233,,,,
08/16/19,2035628,,,,
08/15/19,2400153,,,,
08/14/19,2542118,,,,
08/13/19,1921185,,,,
08/12/19,2526835,,,,
08/11/19,2447687,,,,
08/10/19,2082179,,,,
08/09/19,1998980,,,,
08/08/19,2368818,,,,
08/07/19,2452596,,,,
08/06/19,1966234,,,,
08/05/19,2547611,,,,
08/04/19,2510926,,,,
08/03/19,2188236,,,,
08/02/19,2033490,,,,
08/01/19,2431388,,,,
07/31/19,2517826,,,,
07/30/19,1938402,,,,
07/29/19,2571924,,,,
07/28/19,2455410,,,,
07/27/19,2146857,,,,
07/26/19,2013050,,,,
07/25/19,2405832,,,,
07/24/19,2485134,,,,
07/23/19,1879822,,,,
07/22/19,2484025,,,,
07/21/19,2449302,,,,
07/20/19,2005867,,,,
07/19/19,1943379,,,,
07/18/19,2292985,,,,
07/17/19,2370003,,,,
07/16/19,1755502,,,,
07/15/19,2198828,,,,
07/14/19,2109858,,,,
07/13/19,1889044,,,,
07/12/19,2037750,,,,
07/11/19,2278159,,,,
07/10/19,1887845,,,,
07/09/19,1954902,,,,
07/08/19,2658558,,,,
07/07/19,2561109,,,,
07/06/19,2188688,,,,
07/05/19,2015088,,,,
07/04/19,2358007,,,,
07/03/19,2493162,,,,
07/02/19,2039233,,,,
07/01/19,2559244,,,,
06/30/19,2533184,,,,
06/29/19,2306838,,,,
06/28/19,2247446,,,,
06/27/19,2576965,,,,
06/26/19,2584444,,,,
06/25/19,2171962,,,,
06/24/19,2627564,,,,
06/23/19,2602446,,,,
06/22/19,2391906,,,,
06/21/19,2306829,,,,
06/20/19,2567986,,,,
06/19/19,2647897,,,,
06/18/19,2290340,,,,
06/17/19,2725000,,,,
06/16/19,2707986,,,,
06/15/19,2430094,,,,
06/14/19,2387115,,,,
06/13/19,2619406,,,,
06/12/19,2688640,,,,
06/11/19,2367967,,,,
06/10/19,2730936,,,,
06/09/19,2742882,,,,
06/08/19,2542365,,,,
06/07/19,2438967,,,,
06/06/19,2613346,,,,
06/05/19,2700723,,,,
06/04/19,2364925,,,,
06/03/19,2732770,,,,
06/02/19,2705399,,,,
06/01/19,2561911,,,,
05/31/19,2499460,,,,
05/30/19,2635312,,,,
05/29/19,2727355,,,,
05/28/19,2396462,,,,
05/27/19,2776960,,,,
05/26/19,2716828,,,,
05/25/19,2522563,,,,
05/24/19,2447177,,,,
05/23/19,2615115,,,,
05/22/19,2669717,,,,
05/21/19,2312178,,,,
05/20/19,2716812,,,,
05/19/19,2608209,,,,
05/18/19,2515902,,,,
05/17/19,2506859,,,,
05/16/19,2748718,,,,
05/15/19,2795369,,,,
05/14/19,2345846,,,,
05/13/19,2184253,,,,
05/12/19,2088760,,,,
05/11/19,2547889,,,,
05/10/19,2347767,,,,
05/09/19,2455536,,,,
05/08/19,2632030,,,,
